"Colorful Tomato","Fruits and Vegetables","A hardy rare plant known for its colorful appearance
    and its low-maintenance care. Ideal for spaces with dappled sunlight, the Colorful Tomato  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/Flower Pot 3 - RED.png","26"
"Elegant Lettuce","Fruits and Vegetables","A chicken-friendly exotic plant known for its elegant appearance
    and its low-maintenance care. Ideal for spaces with indirect sunlight, the Elegant Lettuce  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 7_SANDY GREEN.png","13"
"Trailing String of Dolphins","Succulents","An effervescent rare plant known for its trailing appearance
    and its simple care. Ideal for spaces with low sunlight, the Trailing String of Dolphins  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/TREE 14_YELLOWISH GREEN.png","83"
"Soft Aloe Vera","Succulents","A cat-friendly common plant known for its soft appearance
    and its difficult care. Ideal for spaces with dappled sunlight, the Soft Aloe Vera  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/Flower 9 - PURPLE.png","52"
"Sunny Tarragon","Herbs","A herbaceous tropical plant known for its sunny appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Sunny Tarragon  
    requires moderate watering, perfect for all plant lovers.","/pixel_plants/Flower Pot 2 - RED.png","16"
"Golden Ghost Plant","Succulents","An annual common plant known for its golden appearance
    and its effortless care. Ideal for spaces with dappled sunlight, the Golden Ghost Plant  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 5 - LILAC.png","27"
"Medicinal Daffodil","Flowers","An effervescent native plant known for its medicinal appearance
    and its difficult care. Ideal for spaces with low sunlight, the Medicinal Daffodil  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/TREE 8_YELLOWISH GREEN.png","54"
"Thorny Lithops","Succulents","A poisonous native plant known for its thorny appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Thorny Lithops  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/TREE 1_YELLOWISH GREEN.png","64"
"Woody Cucumber","Fruits and Vegetables","A delicate tropical plant known for its woody appearance
    and its difficult care. Ideal for spaces with indirect sunlight, the Woody Cucumber  
    requires minimal watering, perfect for a select few plant lovers.","/pixel_plants/Flower Pot 1 - RED.png","41"
"Aromatic Jade Plant","Succulents","A hardy tropical plant known for its aromatic appearance
    and its simple care. Ideal for spaces with indirect sunlight, the Aromatic Jade Plant  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/Bush 1 - TEAL.png","33"
"Spiky String of Dolphins","Succulents","An ephemeral rare plant known for its spiky appearance
    and its effortless care. Ideal for spaces with full sunlight, the Spiky String of Dolphins  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/Flower 7 - PINK.png","96"
"Cascading Jade Plant","Succulents","A resilient common plant known for its cascading appearance
    and its effortless care. Ideal for spaces with low sunlight, the Cascading Jade Plant  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/Flower 12 - YELLOW.png","38"
"Bright Aloe Vera","Succulents","A variegated common plant known for its bright appearance
    and its simple care. Ideal for spaces with no sunlight, the Bright Aloe Vera  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 6_GREEN.png","48"
"Miniature Lily","Flowers","A resilient common plant known for its miniature appearance
    and its difficult care. Ideal for spaces with direct sunlight, the Miniature Lily  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/TREE 4_TEAL.png","22"
"Thorny Strawberry","Fruits and Vegetables","A herbaceous tropical plant known for its thorny appearance
    and its effortless care. Ideal for spaces with low sunlight, the Thorny Strawberry  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/Bush 1 - GREEN 2.png","6"
"Classic Pepper","Fruits and Vegetables","A drought-resistant rare plant known for its classic appearance
    and its labor-intensive care. Ideal for spaces with no sunlight, the Classic Pepper  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/Flower 6 - PINK.png","27"
"Elegant Daisy","Flowers","A hardy common plant known for its elegant appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Elegant Daisy  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower Pot 6 - COLORFUL.png","29"
"Textured Zebra Haworthia","Succulents","A fragrant native plant known for its textured appearance
    and its low-maintenance care. Ideal for spaces with no sunlight, the Textured Zebra Haworthia  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 9_ROSE.png","4"
"Spiky Panda Plant","Succulents","A poisonous native plant known for its spiky appearance
    and its difficult care. Ideal for spaces with direct sunlight, the Spiky Panda Plant  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/Flower Pot 5 - RED.png","28"
"Golden Rose","Flowers","A fragrant rare plant known for its golden appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Golden Rose  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 2 - YELLOW.png","94"
"Medicinal Lily","Flowers","A tepid native plant known for its medicinal appearance
    and its labor-intensive care. Ideal for spaces with no sunlight, the Medicinal Lily  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 1 - RED.png","80"
"Golden Spinach","Fruits and Vegetables","An effervescent native plant known for its golden appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Golden Spinach  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/TREE 14_SANDY GREEN.png","89"
"Elegant Dill","Herbs","A vivid rare plant known for its elegant appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Elegant Dill  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/TREE 14_TEAL.png","33"
"Sunny Spinach","Fruits and Vegetables","An ephemeral native plant known for its sunny appearance
    and its difficult care. Ideal for spaces with no sunlight, the Sunny Spinach  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 5 - LILAC.png","52"
"Lush Orchid","Flowers","A drought-resistant native plant known for its lush appearance
    and its low-maintenance care. Ideal for spaces with low sunlight, the Lush Orchid  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/TREE 6_GREEN.png","41"
"Woody Mint","Herbs","A herbaceous native plant known for its woody appearance
    and its difficult care. Ideal for spaces with direct sunlight, the Woody Mint  
    requires regular watering, perfect for all plant lovers.","/pixel_plants/TREE 3_SANDY GREEN.png","4"
"Budding Lettuce","Fruits and Vegetables","A resilient exotic plant known for its budding appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Budding Lettuce  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/TREE 1_YELLOWISH GREEN.png","75"
"Spiky Orchid","Flowers","A dog-friendly exotic plant known for its spiky appearance
    and its effortless care. Ideal for spaces with dappled sunlight, the Spiky Orchid  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/Flower Pot 6 - COLORFUL 2.png","27"
"Verdant Daffodil","Flowers","A variegated tropical plant known for its verdant appearance
    and its difficult care. Ideal for spaces with low sunlight, the Verdant Daffodil  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/Flower Pot 5 - PINK.png","27"
"Prickly Pepper","Fruits and Vegetables","A fragrant exotic plant known for its prickly appearance
    and its low-maintenance care. Ideal for spaces with direct sunlight, the Prickly Pepper  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/TREE 7_YELLOWISH GREEN.png","1"
"Bulbous Cilantro","Herbs","A poisonous rare plant known for its bulbous appearance
    and its simple care. Ideal for spaces with dappled sunlight, the Bulbous Cilantro  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/Flower 1 - YELLOW.png","48"
"Textured Crown of Thorns","Succulents","A delicate common plant known for its textured appearance
    and its difficult care. Ideal for spaces with low sunlight, the Textured Crown of Thorns  
    requires regular watering, perfect for some plant lovers.","/pixel_plants/Flower 4 - PINK.png","52"
"Fragrant Ghost Plant","Succulents","A cat-friendly rare plant known for its fragrant appearance
    and its simple care. Ideal for spaces with direct sunlight, the Fragrant Ghost Plant  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 5 - BLUE.png","6"
"Wild Spinach","Fruits and Vegetables","A herbaceous rare plant known for its wild appearance
    and its labor-intensive care. Ideal for spaces with indirect sunlight, the Wild Spinach  
    requires regular watering, perfect for some plant lovers.","/pixel_plants/Flower 1 - YELLOW.png","27"
"Bright Spinach","Fruits and Vegetables","An allergenic tropical plant known for its bright appearance
    and its low-maintenance care. Ideal for spaces with indirect sunlight, the Bright Spinach  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/TREE 11_YELLOWISH GREEN.png","90"
"Hardy Lettuce","Fruits and Vegetables","A variegated native plant known for its hardy appearance
    and its simple care. Ideal for spaces with indirect sunlight, the Hardy Lettuce  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/Bush 1 - TEAL 3.png","22"
"Cascading Daffodil","Flowers","A flood-resistant rare plant known for its cascading appearance
    and its labor-intensive care. Ideal for spaces with dappled sunlight, the Cascading Daffodil  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/Flower 6 - PINK.png","75"
"Exotic Lemon","Fruits and Vegetables","An annual native plant known for its exotic appearance
    and its effortless care. Ideal for spaces with no sunlight, the Exotic Lemon  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/Flower Pot 6 - RED.png","68"
"Textured Jade Plant","Succulents","An annual rare plant known for its textured appearance
    and its difficult care. Ideal for spaces with dappled sunlight, the Textured Jade Plant  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 10 - PURPLE.png","33"
